StockCode,Description,ABC_Class,XYZ_Class,ABC_XYZ,Daily_Demand,Avg_Price,Annual_Demand,EOQ,Safety_Stock,Reorder_Point,Max_Stock,Holding_Cost,Product_Lifespan_Days,DeadStock_Score,DeadStock_Risk,Days_Since_Last_Sale,Num_Transactions,Total_Revenue
22383,LUNCH BAG SUKI  DESIGN ,A,Z,AZ,23.00662251655629,1.6415750915750915,8397.417218543047,1599.0,92.0,253.0,1852.0,0.3283150183150183,448,33.9,Medium,227,1073,22026.4
21212,PACK OF 72 RETRO SPOT CAKE CASES,A,Z,AZ,74.71688741721854,0.5364412510566356,27271.66390728477,5042.0,303.0,826.0,5868.0,0.10728825021132714,359,44.1,Medium,379,1160,21838.23
21231,SWEETHEART CERAMIC TRINKET BOX,A,Z,AZ,30.60927152317881,1.2468948247078464,11172.384105960266,2117.0,94.0,308.0,2425.0,0.2493789649415693,738,18.5,Low,0,1171,21793.25
21481,FAWN BLUE HOT WATER BOTTLE,A,Z,AZ,12.460264900662251,3.1203333333333334,4547.996688741721,854.0,102.0,189.0,1043.0,0.6240666666666668,739,33.9,Medium,0,834,21779.5
20914,SET/5 RED RETROSPOT LID GLASS BOWLS,A,Z,AZ,12.763245033112582,2.9468297455968693,4658.584437086092,889.0,65.0,154.0,1043.0,0.5893659491193739,449,22.4,Low,0,1003,21682.030000000002
21212,PACK OF 72 RETROSPOT CAKE CASES,A,Z,AZ,74.04139072847683,0.5452838427947598,27025.10761589404,4978.0,397.0,915.0,5893.0,0.10905676855895197,441,27.9,Low,0,1348,21551.8
84946,ANTIQUE SILVER TEA GLASS ETCHED,A,Z,AZ,30.801324503311257,1.227171464330413,11242.483443708608,2140.0,151.0,367.0,2507.0,0.24543429286608262,543,31.7,Medium,195,789,21540.440000000002
22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,A,Z,AZ,14.650662251655628,2.7292532467532467,5347.491721854304,990.0,259.0,362.0,1352.0,0.5458506493506493,449,32.5,Medium,0,599,21490.170000000002
22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,A,Z,AZ,4.96523178807947,8.376727941176469,1812.3096026490066,329.0,80.0,115.0,444.0,1.675345588235294,738,44.4,Medium,0,544,21458.42
22835,HOT WATER BOTTLE I AM SO POORLY,A,Z,AZ,7.678807947019868,4.77002444987775,2802.764900662252,542.0,53.0,107.0,649.0,0.9540048899755501,453,23.5,Low,0,815,21398.28
22728,ALARM CLOCK BAKELIKE PINK,A,Z,AZ,9.657284768211921,3.777695262483995,3524.908940397351,683.0,128.0,196.0,879.0,0.7555390524967991,441,29.2,Low,0,772,21369.98
22087,PAPER BUNTING WHITE LACE,A,Z,AZ,12.834437086092715,2.891445427728614,4684.569536423841,900.0,69.0,159.0,1059.0,0.5782890855457228,739,30.5,Medium,0,663,21336.350000000002
84406B,CREAM CUPID HEARTS COAT HANGER,A,Z,AZ,11.062913907284768,3.38114010989011,4037.96357615894,773.0,75.0,152.0,925.0,0.6762280219780221,734,32.1,Medium,3,724,21256.0
20749,ASSORTED COLOUR MINI CASES,A,Z,AZ,4.920529801324503,7.783772290809328,1795.9933774834435,340.0,42.0,76.0,416.0,1.5567544581618655,739,35.3,Medium,0,726,21169.64
22607,WOODEN ROUNDERS GARDEN SET ,A,Z,AZ,3.9834437086092715,9.09470588235294,1453.9569536423842,283.0,30.0,58.0,341.0,1.818941176470588,609,30.5,Medium,0,643,20978.47
22113,GREY HEART HOT WATER BOTTLE,A,Z,AZ,9.309602649006623,3.870615711252654,3398.004966887417,663.0,47.0,112.0,775.0,0.7741231422505308,739,26.4,Low,0,913,20977.78
22556,PLASTERS IN TIN CIRCUS PARADE ,A,Z,AZ,21.70860927152318,1.6515714285714285,7923.64238410596,1549.0,144.0,296.0,1845.0,0.3303142857142857,625,28.1,Low,0,1100,20950.16
22090,PAPER BUNTING RETROSPOT,A,Z,AZ,12.635761589403973,2.9078280542986428,4612.05298013245,891.0,76.0,164.0,1055.0,0.5815656108597286,438,19.4,Low,1,658,20933.24
23202,JUMBO BAG VINTAGE LEAF,A,Z,AZ,17.706953642384107,2.078562259306804,6463.038079470199,1247.0,107.0,231.0,1478.0,0.4157124518613608,215,21.1,Low,0,772,20921.55
84029G,KNITTED UNION FLAG HOT WATER BOTTLE,A,Z,AZ,9.47682119205298,3.8243483870967743,3459.039735099338,672.0,50.0,116.0,788.0,0.7648696774193549,738,29.0,Low,0,758,20838.9
22605,WOODEN CROQUET GARDEN SET,A,Z,AZ,2.8311258278145695,13.36233151183971,1033.3609271523178,197.0,39.0,59.0,256.0,2.6724663023679422,609,40.4,Medium,0,548,20813.809999999998
22090,PAPER BUNTING RETRO SPOTS,A,Z,AZ,12.574503311258278,2.9139837398373984,4589.693708609271,887.0,133.0,221.0,1108.0,0.5827967479674797,358,48.6,Medium,381,607,20723.25
23203,JUMBO BAG VINTAGE DOILY ,A,Z,AZ,17.582781456953644,2.061926751592357,6417.71523178808,1247.0,151.0,274.0,1521.0,0.4123853503184714,126,22.9,Low,0,621,20641.4
21314,SMALL GLASS HEART TRINKET POT,A,Z,AZ,17.29635761589404,2.086136680613668,6313.170529801324,1230.0,179.0,300.0,1530.0,0.4172273361227336,738,38.7,Medium,0,711,20588.260000000002
22722,SET OF 6 SPICE TINS PANTRY DESIGN,A,Z,AZ,8.8841059602649,3.9170180722891565,3242.698675496689,643.0,167.0,229.0,872.0,0.7834036144578314,393,29.3,Low,0,654,20506.300000000003
22554,PLASTERS IN TIN WOODLAND ANIMALS,A,Z,AZ,21.2317880794702,1.6482718271827181,7749.602649006622,1533.0,101.0,250.0,1783.0,0.32965436543654364,624,22.6,Low,0,1097,20471.68
22698,PINK REGENCY TEACUP AND SAUCER,A,Z,AZ,12.264900662251655,2.925139813581891,4476.688741721854,875.0,86.0,172.0,1047.0,0.5850279627163782,484,22.6,Low,0,746,20329.640000000003
48184,DOORMAT ENGLISH ROSE ,A,Z,AZ,5.228476821192053,7.711163793103449,1908.3940397350993,352.0,115.0,152.0,504.0,1.5422327586206899,529,41.7,Medium,0,464,20298.8
20711,JUMBO BAG TOYS ,A,Z,AZ,18.751655629139073,1.9533382789317506,6844.354304635762,1324.0,179.0,310.0,1634.0,0.39066765578635015,728,37.7,Medium,11,671,20283.78
22969,HOMEMADE JAM SCENTED CANDLES,A,Z,AZ,23.198675496688743,1.4492720970537263,8467.516556291392,1709.0,331.0,493.0,2202.0,0.28985441941074525,383,29.3,Low,1,577,20204.8
37449,CERAMIC CAKE STAND + HANGING CAKES,A,Z,AZ,3.769867549668874,9.582457420924573,1376.0016556291391,268.0,51.0,77.0,345.0,1.9164914841849148,737,42.3,Medium,1,410,20204.579999999998
21790,VINTAGE SNAP CARDS,A,Z,AZ,41.58940397350993,0.8475531914893617,15180.132450331124,2993.0,137.0,428.0,3421.0,0.16951063829787236,739,21.8,Low,0,1480,19957.34
22585,PACK OF 6 BIRDY GIFT TAGS,A,Z,AZ,27.788079470198674,1.2484327603640042,10142.649006622516,2015.0,127.0,322.0,2337.0,0.24968655207280085,639,20.9,Low,0,950,19950.85
22139,RETRO SPOT TEA SET CERAMIC 11 PC ,A,Z,AZ,7.125827814569536,4.89958393113343,2600.927152317881,515.0,58.0,108.0,623.0,0.979916786226686,339,47.7,Medium,400,692,19921.27
84970S,HANGING HEART ZINC T-LIGHT HOLDER,A,Z,AZ,42.03476821192053,0.8483304347826086,15342.690397350992,3007.0,150.0,444.0,3451.0,0.16966608695652174,736,19.8,Low,3,1141,19821.96
22083,PAPER CHAIN KIT RETRO SPOT,A,Z,AZ,12.170529801324504,2.897267206477733,4442.2433774834435,876.0,174.0,259.0,1135.0,0.5794534412955467,337,52.1,Medium,401,490,19804.550000000003
22617,BAKING SET SPACEBOY DESIGN,A,Z,AZ,6.895695364238411,4.9832170978627675,2516.92880794702,503.0,62.0,110.0,613.0,0.9966434195725535,635,31.4,Medium,0,883,19719.21
22294,HEART FILIGREE DOVE  SMALL,A,Z,AZ,26.920529801324502,1.2456292286874153,9825.993377483443,1986.0,158.0,346.0,2332.0,0.2491258457374831,736,31.1,Medium,2,707,19686.6
22941,CHRISTMAS LIGHTS 10 REINDEER,A,Z,AZ,4.117549668874172,8.442137592137591,1502.905629139073,298.0,92.0,121.0,419.0,1.6884275184275184,415,39.7,Medium,0,406,19590.9
22273,FELTCRAFT DOLL MOLLY,A,Z,AZ,11.925496688741722,2.947116736990155,4352.806291390729,859.0,222.0,305.0,1164.0,0.589423347398031,738,40.2,Medium,0,701,19332.93
22570,FELTCRAFT CUSHION RABBIT,A,Z,AZ,8.973509933774835,3.7321617647058822,3275.331125827815,662.0,105.0,168.0,830.0,0.7464323529411765,619,38.6,Medium,20,677,19282.55
21524,DOORMAT SPOTTY HOME SWEET HOME,A,Z,AZ,4.422185430463577,7.825094339622642,1614.0976821192055,321.0,33.0,64.0,385.0,1.5650188679245285,529,27.3,Low,0,636,19215.5
48188,DOORMAT WELCOME PUPPIES,A,Z,AZ,5.538079470198675,7.803179347826087,2021.3990066225165,360.0,168.0,207.0,567.0,1.5606358695652176,527,45.4,Medium,2,368,19178.670000000002
22625,RED KITCHEN SCALES,A,Z,AZ,3.9072847682119205,8.440307298335467,1426.158940397351,291.0,21.0,48.0,339.0,1.6880614596670935,584,22.9,Low,0,781,19149.63
21791,VINTAGE HEADS AND TAILS CARD GAME ,A,Z,AZ,26.81953642384106,1.2553514526710403,9789.130794701987,1975.0,155.0,343.0,2318.0,0.2510702905342081,738,26.4,Low,0,1050,19147.65
22568,FELTCRAFT CUSHION OWL,A,Z,AZ,8.794701986754967,3.759832041343669,3210.066225165563,653.0,67.0,129.0,782.0,0.7519664082687338,638,30.1,Medium,1,771,19128.13
22569,FELTCRAFT CUSHION BUTTERFLY,A,Z,AZ,8.869205298013245,3.730334302325581,3237.2599337748343,659.0,98.0,160.0,819.0,0.7460668604651163,595,38.4,Medium,45,679,18865.21
22413,METAL SIGN TAKE IT OR LEAVE IT ,A,Z,AZ,11.281456953642385,2.942393272962484,4117.731788079471,836.0,233.0,312.0,1148.0,0.5884786545924968,678,36.6,Medium,0,766,18863.02
85150,LADIES & GENTLEMEN METAL SIGN,A,Z,AZ,13.374172185430464,2.5220805369127515,4881.57284768212,984.0,75.0,169.0,1153.0,0.5044161073825503,738,27.8,Low,0,889,18847.98
22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,A,Z,AZ,28.54635761589404,1.2356028368794325,10419.420529801324,2053.0,991.0,1191.0,3244.0,0.2471205673758865,491,47.8,Medium,0,281,18798.98
22501,PICNIC BASKET WICKER LARGE,A,Z,AZ,3.402317880794702,9.797122736418512,1241.8460264900664,252.0,46.0,70.0,322.0,1.9594245472837024,534,39.7,Medium,32,497,18794.25
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,A,Z,AZ,4.180463576158941,7.75091533180778,1525.8692052980134,314.0,32.0,61.0,375.0,1.5501830663615561,737,36.2,Medium,1,432,18618.75
21622,VINTAGE UNION JACK CUSHION COVER,A,Z,AZ,5.822847682119205,4.949712230215828,2125.33940397351,463.0,126.0,167.0,630.0,0.9899424460431656,737,44.4,Medium,1,550,18495.47
22558,CLOTHES PEGS RETROSPOT PACK 24 ,A,Z,AZ,22.20198675496689,1.4597565725413828,8103.725165562914,1666.0,82.0,237.0,1903.0,0.29195131450827655,604,18.9,Low,0,1017,18411.74
21213,PACK OF 72 SKULL CAKE CASES,A,Z,AZ,63.79139072847682,0.5392444821731749,23283.857615894038,4646.0,360.0,807.0,5453.0,0.10784889643463498,737,26.2,Low,1,1156,18319.18
22499,WOODEN UNION JACK BUNTING,A,Z,AZ,5.240066225165563,5.9413679245283015,1912.6241721854306,401.0,32.0,69.0,470.0,1.1882735849056603,673,30.6,Medium,2,632,18251.280000000002
23206,LUNCH BAG APPLE DESIGN,A,Z,AZ,19.089403973509935,1.6413439635535307,6967.632450331126,1457.0,104.0,238.0,1695.0,0.3282687927107062,242,21.5,Low,0,866,18220.5
22384,LUNCH BAG PINK POLKADOT,A,Z,AZ,18.86092715231788,1.651290322580645,6884.238410596026,1444.0,74.0,206.0,1650.0,0.33025806451612905,441,20.4,Low,1,1101,18207.2
21908,CHOCOLATE THIS WAY METAL SIGN,A,Z,AZ,15.556291390728477,2.107663782447466,5678.0463576158945,1161.0,151.0,260.0,1421.0,0.42153275648949323,738,37.4,Medium,0,801,18041.24
84949,SILVER HANGING T-LIGHT HOLDER,A,Z,AZ,19.263245033112582,1.632958199356913,7031.084437086092,1467.0,149.0,284.0,1751.0,0.3265916398713826,738,34.9,Medium,0,612,18001.35
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,A,Z,AZ,2.8178807947019866,12.110182291666666,1028.526490066225,206.0,38.0,58.0,264.0,2.4220364583333334,736,42.2,Medium,1,383,17888.71
22561,WOODEN SCHOOL COLOURING SET,A,Z,AZ,18.473509933774835,1.6494392523364485,6742.8311258278145,1430.0,106.0,235.0,1665.0,0.32988785046728974,625,24.9,Low,0,838,17861.22
21174,POTTERING IN THE SHED METAL SIGN,A,Z,AZ,15.309602649006623,1.9918013856812935,5588.004966887417,1184.0,107.0,214.0,1398.0,0.3983602771362587,738,31.5,Medium,1,855,17814.51
22555,PLASTERS IN TIN STRONGMAN,A,Z,AZ,18.29139072847682,1.6477445339470655,6676.35761589404,1423.0,169.0,297.0,1720.0,0.3295489067894131,625,31.9,Medium,0,856,17664.44
22456,NATURAL SLATE CHALKBOARD LARGE ,A,Z,AZ,6.6490066225165565,4.880536912751678,2426.8874172185433,499.0,102.0,149.0,648.0,0.9761073825503357,643,41.0,Medium,3,595,17637.16
23344,JUMBO BAG 50'S CHRISTMAS ,A,Z,AZ,14.789735099337749,2.070135135135135,5398.253311258279,1142.0,106.0,210.0,1352.0,0.41402702702702704,177,20.0,Low,0,586,17636.04
22427,ENAMEL FLOWER JUG CREAM,A,Z,AZ,5.031456953642384,5.912011331444759,1836.48178807947,394.0,28.0,63.0,457.0,1.182402266288952,563,25.0,Low,10,702,17471.23
21936,RED RETROSPOT PICNIC BAG,A,Z,AZ,10.417218543046358,2.938879432624114,3802.284768211921,804.0,72.0,145.0,949.0,0.5877758865248228,609,28.6,Low,1,701,17462.96
22061,LARGE CAKE STAND  HANGING STRAWBERY,A,Z,AZ,3.4536423841059603,9.548828828828828,1260.5794701986754,257.0,48.0,72.0,329.0,1.9097657657657656,737,43.0,Medium,0,443,17354.85
22147,FELTCRAFT BUTTERFLY HEARTS,A,Z,AZ,20.869205298013245,1.4482816901408448,7617.259933774834,1622.0,185.0,331.0,1953.0,0.289656338028169,730,31.7,Medium,8,1026,17238.05
84947,ANTIQUE SILVER TEA GLASS ENGRAVED,A,Z,AZ,24.880794701986755,1.2380069324090122,9081.490066225166,1915.0,187.0,361.0,2276.0,0.24760138648180244,737,35.1,Medium,0,559,17162.93
21479,WHITE SKULL HOT WATER BOTTLE ,A,Z,AZ,7.513245033112582,3.8781432360742705,2742.3344370860927,595.0,71.0,124.0,719.0,0.7756286472148541,739,37.5,Medium,0,738,16917.32
21136,PAINTED METAL PEARS ASSORTED,A,Z,AZ,16.978476821192054,1.6879916897506926,6197.1440397351,1355.0,96.0,215.0,1570.0,0.33759833795013855,738,30.3,Medium,0,714,16907.51
22633,HAND WARMER UNION JACK,A,Z,AZ,13.847682119205299,2.0868471720818293,5054.403973509934,1100.0,84.0,181.0,1281.0,0.41736943441636587,429,22.1,Low,0,790,16857.36
22560,TRADITIONAL MODELLING CLAY,A,Z,AZ,23.829470198675498,1.251544227886057,8697.756622516557,1864.0,183.0,350.0,2214.0,0.2503088455772114,624,31.3,Medium,0,655,16851.64
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,A,Z,AZ,34.97516556291391,0.8471959459459459,12765.935430463576,2745.0,259.0,504.0,3249.0,0.1694391891891892,736,34.5,Medium,0,585,16833.35
23203,JUMBO BAG DOILEY PATTERNS,A,Z,AZ,14.461920529801324,2.0462800875273524,5278.600993377483,1136.0,178.0,279.0,1415.0,0.40925601750547047,186,25.3,Low,29,454,16737.1
22169,FAMILY ALBUM WHITE PICTURE FRAME,A,Z,AZ,3.466887417218543,8.373842105263158,1265.4139072847681,275.0,24.0,48.0,323.0,1.6747684210526317,738,33.7,Medium,0,570,16676.94
22505,MEMO BOARD COTTAGE DESIGN,A,Z,AZ,5.968543046357616,4.918519637462236,2178.5182119205297,471.0,54.0,96.0,567.0,0.9837039274924472,639,33.9,Medium,0,655,16599.89
21218,RED SPOTTY BISCUIT TIN,A,Z,AZ,7.806291390728477,3.7139527027027026,2849.296357615894,619.0,58.0,113.0,732.0,0.7427905405405406,738,34.6,Medium,0,588,16431.45
22847,BREAD BIN DINER STYLE IVORY,A,Z,AZ,1.7367549668874172,16.50880459770115,633.9155629139073,139.0,15.0,27.0,166.0,3.3017609195402304,421,27.9,Low,0,435,16335.789999999999
84992,72 SWEETHEART FAIRY CAKE CASES,A,Z,AZ,56.18543046357616,0.5467901234567901,20507.6821192053,4330.0,370.0,763.0,5093.0,0.10935802469135802,738,29.4,Low,0,1176,16178.47
21527,RED RETROSPOT TRADITIONAL TEAPOT ,A,Z,AZ,3.751655629139073,7.849863813229572,1369.3543046357615,295.0,58.0,84.0,379.0,1.5699727626459143,410,47.0,Medium,207,508,15892.74
21164,HOME SWEET HOME METAL SIGN ,A,Z,AZ,9.667218543046358,2.9307278481012657,3528.534768211921,776.0,121.0,189.0,965.0,0.5861455696202532,737,42.3,Medium,0,630,15888.490000000002
22297,HEART IVORY TRELLIS SMALL,A,Z,AZ,21.422185430463575,1.2510660660660662,7819.097682119204,1768.0,135.0,285.0,2053.0,0.25021321321321327,736,32.5,Medium,1,646,15836.59
22424,ENAMEL BREAD BIN CREAM,A,Z,AZ,2.152317880794702,12.654785714285715,785.5960264900663,176.0,22.0,37.0,213.0,2.5309571428571433,572,34.3,Medium,0,559,15621.65
48173C,DOORMAT BLACK FLOCK ,A,Z,AZ,4.6572847682119205,7.661408934707905,1699.908940397351,333.0,171.0,204.0,537.0,1.532281786941581,526,48.6,Medium,3,290,15618.36
22557,PLASTERS IN TIN VINTAGE PAISLEY ,A,Z,AZ,16.269867549668874,1.6611874386653582,5938.501655629138,1337.0,116.0,230.0,1567.0,0.33223748773307166,624,27.8,Low,0,991,15614.59
22083,PAPER CHAIN KIT RETROSPOT,A,Z,AZ,9.129139072847682,2.945646258503402,3332.135761589404,752.0,55.0,119.0,871.0,0.5891292517006804,441,21.8,Low,0,585,15411.86
21877,HOME SWEET HOME MUG,A,Z,AZ,22.94039735099338,1.314616564417178,8373.245033112584,1785.0,315.0,476.0,2261.0,0.26292331288343557,738,41.8,Medium,0,650,15399.56
22383,LUNCH BAG SUKI DESIGN ,A,Z,AZ,15.844370860927153,1.6533224043715846,5783.195364238411,1322.0,74.0,185.0,1507.0,0.33066448087431694,290,20.2,Low,0,899,15332.9
22690,DOORMAT HOME SWEET HOME BLUE ,A,Z,AZ,4.127483443708609,7.726791044776119,1506.5314569536424,312.0,105.0,134.0,446.0,1.545358208955224,529,44.2,Medium,0,401,15329.57
71053,WHITE METAL LANTERN,A,Z,AZ,7.129139072847682,3.6891666666666665,2602.135761589404,594.0,50.0,100.0,694.0,0.7378333333333333,715,35.0,Medium,22,583,15309.64
22662,LUNCH BAG DOLLY GIRL DESIGN,A,Z,AZ,16.084437086092716,1.6511098527746317,5870.819536423842,1333.0,95.0,208.0,1541.0,0.33022197055492636,508,22.6,Low,0,872,15305.19
22632,HAND WARMER RED RETROSPOT,A,Z,AZ,12.54635761589404,2.091244635193133,4579.420529801325,1046.0,87.0,175.0,1221.0,0.4182489270386266,429,21.7,Low,0,675,15272.52
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,A,Z,AZ,27.22682119205298,0.9765096618357487,9937.789735099337,2256.0,146.0,337.0,2593.0,0.19530193236714977,738,28.3,Low,0,821,15241.51
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,A,Z,AZ,10.625827814569536,2.5467447595561032,3878.427152317881,873.0,69.0,143.0,1016.0,0.5093489519112206,618,26.9,Low,0,798,15232.34
22296,HEART IVORY TRELLIS LARGE,A,Z,AZ,15.589403973509933,1.650894736842105,5690.132450331125,1313.0,97.0,206.0,1519.0,0.330178947368421,735,31.5,Medium,3,739,15218.08
84946,ANTIQUE SILVER T-LIGHT GLASS,A,Z,AZ,21.438741721854306,1.2427746741154562,7825.140728476822,1774.0,144.0,294.0,2068.0,0.24855493482309124,265,18.6,Low,0,534,15176.42
72760B,VINTAGE CREAM 3 BASKET CAKE STAND,A,Z,AZ,2.7019867549668874,9.841973094170402,986.225165562914,224.0,32.0,51.0,275.0,1.9683946188340806,738,40.5,Medium,0,444,15172.6
20685,DOOR MAT RED SPOT,A,Z,AZ,4.016556291390729,7.176531165311653,1466.043046357616,320.0,73.0,101.0,421.0,1.4353062330623307,245,52.4,Medium,430,369,15093.48
22041,"RECORD FRAME 7"" SINGLE SIZE ",A,Z,AZ,11.332781456953642,2.454953560371517,4136.465231788079,918.0,129.0,208.0,1126.0,0.4909907120743034,738,40.2,Medium,1,319,15088.77
21843,RETRO SPOT CAKE STAND,A,Z,AZ,2.369205298013245,10.86864406779661,864.7599337748345,199.0,46.0,63.0,262.0,2.1737288135593222,293,60.7,High,445,295,15083.449999999999
84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,A,Z,AZ,6.950331125827814,3.73127358490566,2536.870860927152,583.0,93.0,142.0,725.0,0.7462547169811321,345,53.3,Medium,394,416,15067.14
20719,WOODLAND CHARLOTTE BAG,A,Z,AZ,31.501655629139073,0.8416168224299065,11498.10430463576,2614.0,130.0,351.0,2965.0,0.1683233644859813,738,21.7,Low,0,1062,15030.64
22634,CHILDS BREAKFAST SET SPACEBOY ,A,Z,AZ,2.693708609271523,9.744635193133048,983.2036423841059,225.0,22.0,41.0,266.0,1.9489270386266098,567,32.7,Medium,1,464,15021.4
22502,PICNIC BASKET WICKER SMALL,A,Z,AZ,4.94205298013245,5.235726795096322,1803.8493377483444,415.0,33.0,68.0,483.0,1.0471453590192643,491,30.5,Medium,74,566,14945.6
22652,TRAVEL SEWING KIT,A,Z,AZ,15.485099337748345,1.6529080932784637,5652.061258278146,1308.0,171.0,279.0,1587.0,0.33058161865569274,486,31.3,Medium,23,716,14859.81
21975,PACK OF 60 DINOSAUR CAKE CASES,A,Z,AZ,51.12748344370861,0.548360655737705,18661.531456953642,4125.0,297.0,655.0,4780.0,0.109672131147541,737,26.5,Low,1,1133,14818.01
85014B,RED/WHITE DOTS RUFFLED UMBRELLA,A,Z,AZ,5.637417218543046,5.878016085790884,2057.657284768212,418.0,225.0,264.0,682.0,1.175603217158177,339,61.4,High,400,373,14796.15
22635,CHILDS BREAKFAST SET DOLLY GIRL ,A,Z,AZ,2.6456953642384105,9.789601769911503,965.6788079470198,222.0,28.0,47.0,269.0,1.9579203539823007,567,35.9,Medium,1,450,14787.949999999999
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,A,Z,AZ,6.902317880794702,3.705662650602409,2519.3460264900664,583.0,78.0,126.0,709.0,0.7411325301204819,738,40.3,Medium,0,578,14719.35
21914,BLUE HARMONICA IN BOX ,A,Z,AZ,19.58609271523179,1.2688526570048309,7148.923841059603,1678.0,98.0,235.0,1913.0,0.25377053140096617,736,27.7,Low,0,815,14667.47
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,A,Z,AZ,3.8228476821192054,6.686,1395.33940397351,323.0,31.0,58.0,381.0,1.3372000000000002,737,36.0,Medium,0,510,14658.65
17003,BROCADE RING PURSE ,A,Z,AZ,116.02980132450331,0.26536895674300254,42350.877483443706,8933.0,2651.0,3463.0,12396.0,0.05307379134860051,737,49.0,Medium,1,387,14640.96
21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,A,Z,AZ,12.83774834437086,2.0591832229580573,4685.778145695364,1067.0,159.0,249.0,1316.0,0.4118366445916115,286,23.7,Low,1,451,14626.73
84997B,RED 3 PIECE MINI DOTS CUTLERY SET,A,Z,AZ,6.706953642384106,3.732167381974249,2448.0380794701987,573.0,73.0,120.0,693.0,0.7464334763948499,358,49.4,Medium,381,460,14609.91
21891,TRADITIONAL WOODEN SKIPPING ROPE,A,Z,AZ,19.405629139072847,1.3205822416302766,7083.054635761589,1638.0,242.0,378.0,2016.0,0.26411644832605535,738,41.4,Medium,0,664,14603.13
82582,AREA PATROLLED METAL SIGN,A,Z,AZ,12.16225165562914,2.096695156695157,4439.221854304636,1029.0,78.0,163.0,1192.0,0.4193390313390314,738,32.0,Medium,0,696,14563.1
84375,SET OF 20 KIDS COOKIE CUTTERS,A,Z,AZ,12.044701986754967,2.0890506329113925,4396.316225165563,1026.0,85.0,169.0,1195.0,0.4178101265822785,737,33.8,Medium,1,626,14558.970000000001
20750,RED RETROSPOT MINI CASES,A,Z,AZ,3.346026490066225,7.777027027027027,1221.299668874172,280.0,29.0,52.0,332.0,1.5554054054054056,440,28.2,Low,0,479,14548.55
22193,RED DINER WALL CLOCK,A,Z,AZ,2.9387417218543046,8.479584837545126,1072.640728476821,251.0,25.0,46.0,297.0,1.6959169675090253,737,36.5,Medium,0,554,14527.09
85014B,RED RETROSPOT UMBRELLA,A,Z,AZ,4.326158940397351,6.0464133016627075,1579.048013245033,361.0,83.0,113.0,474.0,1.2092826603325415,439,40.2,Medium,0,421,14439.12
21889,WOODEN BOX OF DOMINOES,A,Z,AZ,19.54139072847682,1.2633558558558557,7132.60761589404,1680.0,114.0,251.0,1931.0,0.25267117117117116,738,29.0,Low,0,869,14430.66
21258,VICTORIAN SEWING BOX LARGE,A,Z,AZ,2.0347682119205297,12.59304347826087,742.6903973509933,172.0,23.0,37.0,209.0,2.5186086956521745,739,39.9,Medium,0,344,14406.63
22487,WHITE WOOD GARDEN PLANT LADDER,A,Y,AY,2.5149006622516556,9.747543209876543,917.9387417218543,217.0,8.0,26.0,243.0,1.9495086419753087,643,20.8,Low,1,808,14256.96
22993,SET OF 4 PANTRY JELLY MOULDS,A,Z,AZ,19.485099337748345,1.2570034052213395,7112.061258278146,1682.0,93.0,229.0,1911.0,0.2514006810442679,296,20.1,Low,0,866,14151.42
22759,SET OF 3 NOTEBOOKS IN PARCEL,A,Z,AZ,14.668874172185431,1.6666153846153846,5354.139072847683,1267.0,140.0,243.0,1510.0,0.33332307692307694,479,29.1,Low,9,634,14138.4
21484,CHICK GREY HOT WATER BOTTLE,A,Z,AZ,6.763245033112582,3.6218540145985405,2468.5844370860927,584.0,36.0,83.0,667.0,0.7243708029197081,738,30.4,Medium,0,676,14071.27
